author,authordescription,authorfavouritecount,authorfollowercount,authorfriendcount,authorid,authorimageurl,authorlang,authorlocation,authorname,authortimezone,authorurl,body,deviceinfo,docid,doclatitude,doclongitude,isretweet,referenceauthor,referenceauthorid,publisheddatetime,publisheddatetimestr,tags,listoflinks,mentionedusernames,mentionedusers,retweetcount
cine_crab,Relish the Flavour of Tamil Cinema from a different perspective!,36,144,154,9.0215449E17,http://pbs.twimg.com/profile_images/902155943948849152/0eewAH92_normal.jpg,en,India,Cinecrab,,https://t.co/LurcjS22Jp,"#ArjunReddy Fame @TheDeverakonda enters the Tamil Film Industry with a bilingual #NOTA !

Watch #NOTATrailer :… https://t.co/bBXgvkM53m","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376569E18,,,0,,,1851850859,"6 September, 2018 11:00:59 AM GMT",ArjunReddy;NOTA;NOTATrailer,https://twitter.com/i/web/status/1037656906318282752,Vijay Deverakonda,TheDeverakonda,0
NandurkarSuraj,A Diet and Nutrition Lover..??  Pediatric physician.. Hacker and Programmer..A Boxer..Tattoo artist..A City Fan..Explorer and A entrepreneur.. Elon Musk Lover,12823,262,970,2487811218,http://pbs.twimg.com/profile_images/1036843792031272960/89DUVUjK_normal.jpg,en,New Mumbai,Suraj Nandurkar.....,,,RT @NandurkarSuraj: @StudioGreen2 @Suriya_offl @TheDeverakonda @anandshank @Mehreenpirzada @SamCSmusic @dop_santha @LahariMusic @proyuvraaj…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376565E18,,,1,,,1851850767,"6 September, 2018 10:59:27 AM GMT",,,Suraj Nandurkar.....;Studiogreen;Suriya Sivakumar;Vijay Deverakonda;Anand Shankar;Mehreen Pirzada;Sam CS;santhana krishnan;Lahari Music;yuvraaj,NandurkarSuraj;StudioGreen2;Suriya_offl;TheDeverakonda;anandshank;Mehreenpirzada;SamCSmusic;dop_santha;LahariMusic;proyuvraaj,1
abhi_guralla,"What you seek is what you get, work hard? to achieve success? 'Always think +ve?and stay healthy?'!",4156,75,64,2256761095,http://pbs.twimg.com/profile_images/1032680808627093504/tGopBhzC_normal.jpg,en,India,Abhishek Yadav,,,"Superb Trailer @TheDeverakonda 
In #PelliChoopulu as a good boy 
In #Arjunreddy  you proved yourself as a rowdy
In… https://t.co/xG4nMhADym","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376549E18,,,0,,,1851850373,"6 September, 2018 10:52:53 AM GMT",PelliChoopulu;Arjunreddy,https://twitter.com/i/web/status/1037654865583910913,Vijay Deverakonda,TheDeverakonda,0
rishik_sai,,11709,125,146,3020070133,http://pbs.twimg.com/profile_images/1037062893492002816/dV-EMDxw_normal.jpg,en,"New Delhi, India",rishik sai,,,Tollywood beast #Arjunreddy back with a bang now as a politician @TheDeverakonda big thumbs up from my side.… https://t.co/ftkY0ZBDDI,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376545E18,,,0,,,1851850297,"6 September, 2018 10:51:37 AM GMT",Arjunreddy,https://twitter.com/i/web/status/1037654549446578176,Vijay Deverakonda,TheDeverakonda,0
NandurkarSuraj,A Diet and Nutrition Lover..??  Pediatric physician.. Hacker and Programmer..A Boxer..Tattoo artist..A City Fan..Explorer and A entrepreneur.. Elon Musk Lover,12823,262,970,2487811218,http://pbs.twimg.com/profile_images/1036843792031272960/89DUVUjK_normal.jpg,en,New Mumbai,Suraj Nandurkar.....,,,"https://t.co/93A0wHtgd9

After Shivaji The Boss.
Now it's Time For Arjun Reddy's NOTA.

Vijay Aaaaaannnnaaaaaaaaaa.… https://t.co/1xYNFLd9cc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376542E18,,,0,,,1851850208,"6 September, 2018 10:50:08 AM GMT",,https://youtu.be/IaZagd1qh2k;https://twitter.com/i/web/status/1037654173515501568,,,0
NandurkarSuraj,A Diet and Nutrition Lover..??  Pediatric physician.. Hacker and Programmer..A Boxer..Tattoo artist..A City Fan..Explorer and A entrepreneur.. Elon Musk Lover,12823,262,970,2487811218,http://pbs.twimg.com/profile_images/1036843792031272960/89DUVUjK_normal.jpg,en,New Mumbai,Suraj Nandurkar.....,,,"https://t.co/93A0wHtgd9

Vijayyyyyyyyyyyyy Aannnaaaaaaaaaaa..

Ek Number Bhavaaaaa.....

The master Strock.....
The… https://t.co/cyU0bXmBUt","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376523E18,,,0,,,1851849757,"6 September, 2018 10:42:37 AM GMT",,https://youtu.be/IaZagd1qh2k;https://twitter.com/i/web/status/1037652282316345344,,,0
NandurkarSuraj,A Diet and Nutrition Lover..??  Pediatric physician.. Hacker and Programmer..A Boxer..Tattoo artist..A City Fan..Explorer and A entrepreneur.. Elon Musk Lover,12823,262,970,2487811218,http://pbs.twimg.com/profile_images/1036843792031272960/89DUVUjK_normal.jpg,en,New Mumbai,Suraj Nandurkar.....,,,"https://t.co/93A0wHtgd9

Superrrrbbbbbbb Vijay Annnaaaaaa.....
Suupperbbbbbb.......

The Suppers tar Is Bourn... Th… https://t.co/rscuy27fHU","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376512E18,,,0,,,1851849490,"6 September, 2018 10:38:10 AM GMT",,https://youtu.be/IaZagd1qh2k;https://twitter.com/i/web/status/1037651164433657857,,,0
NandurkarSuraj,A Diet and Nutrition Lover..??  Pediatric physician.. Hacker and Programmer..A Boxer..Tattoo artist..A City Fan..Explorer and A entrepreneur.. Elon Musk Lover,12823,262,970,2487811218,http://pbs.twimg.com/profile_images/1036843792031272960/89DUVUjK_normal.jpg,en,New Mumbai,Suraj Nandurkar.....,,,@StudioGreen2 @Suriya_offl @TheDeverakonda @anandshank @Mehreenpirzada @SamCSmusic @dop_santha @LahariMusic… https://t.co/ihh7fjePOX,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376429E18,,,0,StudioGreen2,636799960,1851847520,"6 September, 2018 10:05:20 AM GMT",,https://twitter.com/i/web/status/1037642898429431814,Studiogreen;Suriya Sivakumar;Vijay Deverakonda;Anand Shankar;Mehreen Pirzada;Sam CS;santhana krishnan;Lahari Music,StudioGreen2;Suriya_offl;TheDeverakonda;anandshank;Mehreenpirzada;SamCSmusic;dop_santha;LahariMusic,1
saravanand25,Danger dhanush fans. ??,18264,453,976,3303546968,http://pbs.twimg.com/profile_images/1017591599172218880/-MwdWIDL_normal.jpg,en,,Saravanan kick,,,"RT @saleems26885850: @TheDeverakonda Waiting broo #Arjunreddy see 
                        #geethagovindam see.  ...I am change to ARJUNREE…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.037636E18,,,1,,,1851845870,"6 September, 2018 9:37:50 AM GMT",Arjunreddy;geethagovindam,,saleemshaik;Vijay Deverakonda,saleems26885850;TheDeverakonda,2
saravanand25,Danger dhanush fans. ??,18264,453,976,3303546968,http://pbs.twimg.com/profile_images/1017591599172218880/-MwdWIDL_normal.jpg,en,,Saravanan kick,,,"RT @hemanthpathrudu: #Nota #VijayDevarakonda 
Sneak peak ? Interesting
https://t.co/Lmx68tYIGA 

All the best to @TheDeverakonda & #NotaTea…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.037633E18,,,1,,,1851845163,"6 September, 2018 9:26:03 AM GMT",Nota;VijayDevarakonda,https://youtu.be/r3jxSmKkZDE,Hemanth Kumar Pedhiredla;Vijay Deverakonda,hemanthpathrudu;TheDeverakonda,1
DkpVaalu,??THALA??STR??MSD??PSPK??AA??NAZI??SALLU??DQ??U1??ARR??CR7??MESSI??GAUTHAM??KARTHIK??MANIRATNAM??DSP?,21333,111,732,9.1194009E17,http://pbs.twimg.com/profile_images/1037569678296543232/dMQNvczK_normal.jpg,en,"Sivakasi, India",Dkp Vaalu,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376083E18,,,1,,,1851839282,"6 September, 2018 7:48:02 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
SakthiSurya_VJD,"#Suriya @suriya_offl Anna ????
Rowdy boy of @thedeverakonda #VijayDeverakonda????

#Samantha #STR #Yuvan #VijaySethupathi #Virat",36441,5727,242,2428276874,http://pbs.twimg.com/profile_images/1038959981637160960/gYPCnu7J_normal.jpg,en,"Chennai, India",Sakthi Surya VJD,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376076E18,,,1,,,1851839115,"6 September, 2018 7:45:15 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
SelvamSuryaOffl,Die hard @Suriya_offl fan | Anything for @AnikhaOffl ? | Future Collector?| Political Interest?? | Admin at @ThoothukudiOSFC ? @AnikhaArmy?| ?????? ?????,19818,406,170,7.0596569E17,http://pbs.twimg.com/profile_images/1038274359595597824/lXklF4IQ_normal.jpg,en,Thoothukudi/Coimbatore,???????????? ?????? ??????,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376073E18,,,1,,,1851839036,"6 September, 2018 7:43:56 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
hemanthpathrudu,Welcome to Official Twitter Account of Hemanth Kumar Pedhiredla! ? Business is My Passion!!,103,17,423,9.3938167E17,http://pbs.twimg.com/profile_images/1017494381090099200/5IwXqIXA_normal.jpg,en,"Vishakhapatnam, India",Hemanth Kumar Pedhiredla,,https://t.co/T9BIUsQw6D,"#Nota #VijayDevarakonda 
Sneak peak ? Interesting
https://t.co/Lmx68tYIGA 

All the best to @TheDeverakonda &… https://t.co/4aSAkDlhQl","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376003E18,,,0,,,1851837375,"6 September, 2018 7:16:15 AM GMT",Nota;VijayDevarakonda,https://youtu.be/r3jxSmKkZDE;https://twitter.com/i/web/status/1037600348666380288,Vijay Deverakonda,TheDeverakonda,1
Sravsgandla1,"GnyananandamMayamdevamNirmala spatikakrutim,AdaramSarvaVignanaHayagrivamUpasmahae...
attitude girl...?
strangers plz don't follow me...",8327,73,65,9.8878108E17,http://pbs.twimg.com/profile_images/1038431803680251904/_DzPrKUq_normal.jpg,en,"Kurnool, India",Shravs ? ROWDY,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.037583E18,,,1,,,1851833246,"6 September, 2018 6:07:26 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
teja2697,,158,5,84,3238539798,http://pbs.twimg.com/profile_images/607440932263202818/xI6Ri3v1_normal.jpg,en,,Teja,,,"RT @VjayDevarakonda: Which one is your favourite ??
Like - #GeethaGovindam ?
Retweet - #Arjunreddy ?
Comment - #PelliChoopulu ?","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375808E18,,,1,,,1851832707,"6 September, 2018 5:58:27 AM GMT",GeethaGovindam;Arjunreddy;PelliChoopulu,,Vijay Deverakonda,VjayDevarakonda,1681
sabarigirish1,"Everything is created by human...
fuck the rules and start being yourself...
Don't obey others...
what u do is new to this world... 
believe your self..??",262,105,485,292149032,http://pbs.twimg.com/profile_images/1036314526113624064/46UPcc6H_normal.jpg,en,chennai,Sabari Krish,,,"#NOTA @SamCSmusic
Awesome teaser and wonderful bgm by Sam ... 
Waiting for today 4pm trailer....
Hipe for #Telugu… https://t.co/Li9wl4shm2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375738E18,,,0,,,1851831049,"6 September, 2018 5:30:49 AM GMT",NOTA;Telugu,https://twitter.com/i/web/status/1037573814211624960,Sam CS,SamCSmusic,0
kishoreYadav100,,3176,46,181,206418544,http://pbs.twimg.com/profile_images/1037451518746607616/JZNCH6qo_normal.jpg,en,Globe,Kishore,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0375692E18,,,1,,,1851829959,"6 September, 2018 5:12:39 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
akashdeep_ad,A learner,542,287,1202,1110869558,http://pbs.twimg.com/profile_images/1023971435113603072/xSduhulF_normal.jpg,en,"Ludhiana, India",Akashdeep,,,"RT @TheDeverakonda: 1 year! 

Until next time me and @imvangasandeep meet, you'll have to make do with this. #ArjunReddy

P.S. This was the…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375607E18,,,1,,,1851827930,"6 September, 2018 4:38:50 AM GMT",ArjunReddy,,Vijay Deverakonda;Sandeep Reddy Vanga,TheDeverakonda;imvangasandeep,3204
thamarai2311,"$h@n@t!c ?  Dream:wanna meet him once in my life ? Novemberian ?
?feb 4 ? march 2 ??",18688,431,338,4812981033,http://pbs.twimg.com/profile_images/871599677669429248/Xdb7nE8L_normal.jpg,en,india,thAMarai selvi,,,"RT @Thahzeebmohd: Chota shahid will see daddy first time in #ArjunReddy  Look??
@shahidkapoor 
#CongratulationsShahidMira","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375578E18,,,1,,,1851827229,"6 September, 2018 4:27:09 AM GMT",ArjunReddy;CongratulationsShahidMira,,? LIFE'S BIRTHDAY MONTH...?;Shahid Kapoor,Thahzeebmohd;shahidkapoor,7
parveen_twtz,"simple girl,tamizhachi?dieee hard fan of Thalapathy vijay Anna,kajal baby, sammu    jayam ravi,adhi Anna my princess kiki akka??",22951,319,234,9.8862294E17,http://pbs.twimg.com/profile_images/1038251375363162112/5po8AlOG_normal.jpg,en,,Parveen,,,"RT @TheDeverakonda: 1 year! 

Until next time me and @imvangasandeep meet, you'll have to make do with this. #ArjunReddy

P.S. This was the…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0375547E18,,,1,,,1851826498,"6 September, 2018 4:14:58 AM GMT",ArjunReddy,,Vijay Deverakonda;Sandeep Reddy Vanga,TheDeverakonda;imvangasandeep,3204
SaiChar52285572,Never Mind !,1572,27,269,8.3793418E17,http://pbs.twimg.com/profile_images/908745607208091648/b5ALo5UL_normal.jpg,en,"Kurnool, India",Sai Charan,,,"RT @TheDeverakonda: 1 year! 

Until next time me and @imvangasandeep meet, you'll have to make do with this. #ArjunReddy

P.S. This was the…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375517E18,,,1,,,1851825788,"6 September, 2018 4:03:08 AM GMT",ArjunReddy,,Vijay Deverakonda;Sandeep Reddy Vanga,TheDeverakonda;imvangasandeep,3204
Divya_slay,I love @shahidkapoor ?,121,89,91,9.234738E17,http://pbs.twimg.com/profile_images/1037341235973746688/i0xp-RYF_normal.jpg,en,,Divya ka Meter chalu?,,,"RT @Thahzeebmohd: Chota shahid will see daddy first time in #ArjunReddy  Look??
@shahidkapoor 
#CongratulationsShahidMira","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0375429E18,,,1,,,1851823687,"6 September, 2018 3:28:07 AM GMT",ArjunReddy;CongratulationsShahidMira,,? LIFE'S BIRTHDAY MONTH...?;Shahid Kapoor,Thahzeebmohd;shahidkapoor,7
GS_Madhan_Sfc,"?????? ?? ? @Suriya_Offl F?? || S????? 
#S???????s? ||M???s?B???||J?N??||R??C?????||A???A????||R?????????||
s?????? s?????????
??????????? ?????? ???????s?",22229,1430,586,9.3084443E17,http://pbs.twimg.com/profile_images/1037354316842000384/5ZjlXp3E_normal.jpg,en,"Chennai, ? Vijayawada, india",?Gs M????? S?????™?,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375329E18,,,1,,,1851821296,"6 September, 2018 2:48:16 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
HydPoragadu,?????? ???????? ????????? ??????????.,3121,118,585,7.6597074E17,http://pbs.twimg.com/profile_images/820888291809447936/9biFTPJp_normal.jpg,en,Hyderabad/Bengaluru sandulalla,Hyderabad Poragadu,,,@singhaiswati09 @Sohni_Bose This is a parody movie. It was never supposed to be considered a mainstream movie. Watc… https://t.co/gpVTy9O74K,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375306E18,,,0,singhaiswati09,2921984737,1851820738,"6 September, 2018 2:38:58 AM GMT",,https://twitter.com/i/web/status/1037530566848131072,Swati?;Fidus Achates,singhaiswati09;Sohni_Bose,0
Gokulgulan3,DIE HARD FAN OF NADIPIAN NAYAKAN SURYA/SURYA FILM PROMOTED,62657,759,424,7.4149783E17,http://pbs.twimg.com/profile_images/1020287918101811200/NjczNIiC_normal.jpg,en,PALAKAD/CPY/KURUVATTOOR,Gokul GulanZ,,https://t.co/66CG6HftpD,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375233E18,,,1,,,1851819005,"6 September, 2018 2:10:05 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
SuriyaSk_Offl,????????? ?????? ?????? @Suriya_offl | ??????? | ?????? ? | ??????????? | ????? ?? | ????? | ????????? ? | ?????? ??? | ?????? ???????? |,59262,1117,453,3286575906,http://pbs.twimg.com/profile_images/1038558661981814785/N9i5DZTz_normal.jpg,en,India,????????,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375167E18,,,1,,,1851817420,"6 September, 2018 1:43:40 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
rakeshu05274833,Leader,3468,21,264,2472549895,http://pbs.twimg.com/profile_images/1027923436352372736/HENMhhFZ_normal.jpg,en,"Uttar Pradesh, India",Rakesh Upadhyay,,,"RT @Thahzeebmohd: Chota shahid will see daddy first time in #ArjunReddy  Look??
@shahidkapoor 
#CongratulationsShahidMira","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375101E18,,,1,,,1851815848,"6 September, 2018 1:17:28 AM GMT",ArjunReddy;CongratulationsShahidMira,,? LIFE'S BIRTHDAY MONTH...?;Shahid Kapoor,Thahzeebmohd;shahidkapoor,7
shahidholicwrld,"Generally ppl are alcoholic bt I'm SHAHIDHOLIC ? .@shahidkapoor replied me on 18/01/2016.
@Thahzeebmohd ?",26957,1002,268,2995330307,http://pbs.twimg.com/profile_images/1023830197638975488/bXzZSLIT_normal.jpg,en,,happyyyy birthday @Thahzeebmohd ?/,,https://t.co/b8meCjs2QL,"RT @Thahzeebmohd: Chota shahid will see daddy first time in #ArjunReddy  Look??
@shahidkapoor 
#CongratulationsShahidMira","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0375E18,,,1,,,1851813456,"6 September, 2018 12:37:36 AM GMT",ArjunReddy;CongratulationsShahidMira,,? LIFE'S BIRTHDAY MONTH...?;Shahid Kapoor,Thahzeebmohd;shahidkapoor,7
AbhiramMatta,,4223,12,3,1.0299369E18,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,Abhiram Reddy Matta,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0374961E18,,,1,,,1851812530,"6 September, 2018 12:22:10 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
VJDeverakondafc,@TheDeverakonda freaks all over India ???,155,51,10,1.0268984E18,http://pbs.twimg.com/profile_images/1036770810109747200/LHM1toay_normal.jpg,en,,Vijay Deverakonda,,,"RT @SakthiSurya_VJD: #NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan ??…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0374915E18,,,1,,,1851811433,"6 September, 2018 12:03:53 AM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,,Sakthi Surya VJD,SakthiSurya_VJD,11
SakthiSurya_VJD,"#Suriya @suriya_offl Anna ????
Rowdy boy of @thedeverakonda #VijayDeverakonda????

#Samantha #STR #Yuvan #VijaySethupathi #Virat",36441,5727,242,2428276874,http://pbs.twimg.com/profile_images/1038959981637160960/gYPCnu7J_normal.jpg,en,"Chennai, India",Sakthi Surya VJD,,,"#NOTA the first goosebump moment I got for #VIJAY 

#Pellichupulu made me like him ??

#ArjunReddy made me his fan… https://t.co/37fRYBrwrv","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0374894E18,,,0,,,1851810919,"5 September, 2018 11:55:19 PM GMT",NOTA;VIJAY;Pellichupulu;ArjunReddy,https://twitter.com/i/web/status/1037489383987802112,,,11
